order_id,region,product,customer_age,units,unit_price,revenue,churned
103,West,Gadget,45,13,30.23,374.81,0
104,East,Doohickey,25,4,11.96,46.73,0
105,East,Widget,43,8,32.5,258.3,0
106,North,Gadget,48,9,30.37,267.02,0
107,North,Gizmo,61,5,35.35,174.26,0
108,East,Widget,46,9,35.64,325.57,0
109,South,Widget,23,4,10.95,40.09,0
110,North,Doohickey,50,8,39.24,326.07,0
111,North,Gizmo,32,3,11.33,30.42,1
112,South,Doohickey,44,6,37.44,219.87,1
113,West,Widget,47,9,28.9,254.05,0
114,South,Widget,24,4,8.46,35.74,0
115,South,Doohickey,42,11,45.76,502.37,0
116,West,Gizmo,51,8,51.27,409.59,1
117,West,Gizmo,32,3,18.53,54.48,0
118,West,Gizmo,31,4,11.58,48.48,0
119,West,Gizmo,32,4,14.16,38.48,1
120,South,Gadget,28,2,9.85,15.69,0
121,North,Doohickey,35,3,16.66,57.04,1
122,South,Gizmo,50,7,35.66,243.8,1
123,South,Widget,56,7,40.69,273.34,0
124,West,Gadget,29,2,16.71,22.04,0
125,West,Widget,54,11,32.86,353.17,0
126,South,Doohickey,48,8,33.31,270.97,1
127,East,Gizmo,29,5,16.75,72.71,0
128,North,Gizmo,45,6,32.17,191.48,0
129,North,Widget,48,11,36.69,404.58,0
130,North,Doohickey,46,7,22.93,156.34,0
131,North,Gizmo,49,10,30.78,303.36,1
132,East,Gizmo,38,8,28.18,218.73,1
133,South,Doohickey,24,4,11.13,56.84,0
134,East,Gizmo,55,10,33.56,333.54,0
135,South,Gadget,56,10,31.59,320.0,0
136,South,Doohickey,27,4,18.46,79.09,0
137,South,Gizmo,45,9,43.47,393.32,0
138,South,Gizmo,29,3,18.78,65.16,0
139,North,Widget,24,2,16.72,31.04,0
140,East,Gizmo,25,5,,67.19,1
141,South,Doohickey,52,6,39.27,231.9,0
142,West,Gizmo,27,3,15.06,39.43,0
143,South,Widget,25,3,17.59,57.4,1
144,West,Doohickey,26,2,15.86,46.9,0
145,South,Doohickey,44,8,35.42,296.47,1
146,North,Doohickey,51,11,27.21,296.38,0
147,West,Gizmo,29,2,10.42,19.73,0
148,West,Widget,38,3,18.37,54.94,1
149,West,Gizmo,56,10,27.45,273.41,0
150,South,Doohickey,30,3,17.59,40.22,1
151,East,Widget,60,10,36.55,369.88,0
152,West,Widget,33,2,18.46,31.55,1
153,West,Doohickey,48,11,26.43,279.88,1
154,East,Gizmo,32,3,20.47,65.18,1
155,East,Widget,35,4,15.04,74.58,0
156,North,Widget,44,12,32.28,391.76,0
157,North,Widget,30,2,16.29,38.64,0
158,East,Gizmo,46,10,35.56,358.56,0
159,East,Gizmo,41,8,36.71,292.04,0
160,North,Gizmo,52,8,40.92,341.7,0
161,South,Gizmo,41,9,41.9,371.15,0
162,West,Gadget,58,6,33.26,200.01,0
163,South,Gizmo,32,4,14.28,52.68,0
164,North,Widget,30,2,15.16,22.07,1
165,East,Gizmo,27,3,10.27,45.58,1
166,West,Gadget,46,8,31.14,228.11,0
167,West,Gizmo,26,3,21.33,59.83,1
168,North,Gizmo,29,2,8.25,21.84,0
169,West,Doohickey,25,2,11.51,29.04,1
170,West,Gizmo,32,4,14.89,72.88,1
171,East,Widget,30,2,18.3,43.25,0
172,West,Gizmo,33,3,14.11,43.03,1
173,South,Gadget,36,5,45.6,241.47,0
174,West,Gizmo,42,11,38.58,418.54,0
175,West,Doohickey,45,11,32.32,339.42,1
176,East,Gizmo,29,2,16.54,39.97,1
177,West,Doohickey,52,11,44.32,483.81,1
178,East,Gadget,31,3,11.08,20.83,1
179,East,Doohickey,48,8,30.49,236.35,0
180,South,Gadget,57,9,36.14,332.2,0
181,West,Doohickey,37,11,29.85,322.85,0
182,West,Gizmo,26,3,12.64,38.23,1
183,East,Gizmo,35,4,15.99,62.03,1
184,East,Widget,47,9,33.14,296.12,0
185,South,Doohickey,29,2,11.44,27.87,0
186,East,Gadget,27,4,10.98,35.5,1
187,South,Gadget,20,3,11.54,23.01,0
188,South,Widget,31,2,17.1,36.56,0
189,East,Doohickey,20,3,15.52,43.79,0
190,North,Doohickey,27,3,14.89,40.81,0
191,South,Gadget,40,8,48.84,400.22,0
192,South,Gadget,36,10,49.74,497.21,0
193,West,Gizmo,49,9,39.17,355.56,1
194,South,Gadget,31,2,12.22,28.32,1
195,South,Widget,41,9,,271.48,0
196,South,Doohickey,26,3,17.09,46.55,1
197,East,Widget,33,4,13.92,58.23,0
198,East,Widget,23,4,19.79,76.71,0
199,East,Doohickey,26,2,11.47,9.04,0
200,East,Gizmo,50,6,39.09,237.62,0
201,West,Gadget,23,1,23.24,16.1,1
202,West,Gizmo,46,8,26.74,210.86,0
203,West,Doohickey,27,3,10.67,24.74,0
204,East,Widget,40,10,29.97,303.31,1
205,West,Gadget,31,2,15.85,48.02,1
206,West,Gizmo,27,4,14.16,48.13,0
207,South,Widget,47,10,,325.45,0
208,West,Gadget,52,7,33.8,244.93,0
209,South,Gadget,31,1,14.44,18.53,0
210,South,Gizmo,50,10,31.89,325.67,1
211,North,Doohickey,23,1,11.9,8.59,1
212,South,Gadget,56,10,40.21,397.92,0
213,North,Doohickey,50,7,34.43,225.64,0
214,North,Doohickey,29,3,17.39,41.72,1
215,South,Gizmo,47,9,35.74,323.47,0
216,West,Gadget,27,2,11.5,3.16,0
217,East,Gadget,34,5,9.26,55.5,0
218,West,Doohickey,28,3,15.18,29.57,1
219,South,Widget,27,6,14.92,96.54,0
220,South,Widget,42,10,30.84,298.87,0
221,South,Widget,26,2,15.79,36.15,0
222,West,Doohickey,25,3,9.48,35.59,0
223,South,Gizmo,44,9,36.08,326.14,0
224,West,Gadget,35,2,12.39,27.48,0
225,South,Widget,52,6,42.87,257.35,0
226,South,Gizmo,27,3,12.32,31.84,1
227,South,Gadget,47,9,34.97,313.5,0
228,North,Gizmo,46,8,36.41,290.35,0
229,South,Doohickey,54,12,32.1,404.62,0
230,North,Widget,33,2,10.33,20.19,0
231,East,Widget,37,2,14.81,34.35,0
232,East,Gizmo,48,11,39.14,428.63,0
233,East,Widget,30,3,18.71,68.66,1
234,East,Gadget,48,8,41.91,333.69,0
235,North,Gadget,25,5,15.73,63.79,0
236,South,Widget,50,9,32.3,282.22,1
237,West,Widget,45,12,35.73,431.88,0
238,East,Gizmo,33,4,13.25,48.68,1
239,South,Widget,25,1,13.09,1.54,0
240,East,Gadget,45,7,33.73,234.78,1
241,West,Widget,29,5,17.37,82.16,1
242,South,Widget,50,8,33.61,266.87,0
243,South,Gadget,25,1,18.04,25.62,1
244,South,Gizmo,46,11,36.43,404.74,0
245,South,Gadget,42,9,37.68,344.97,1
246,South,Doohickey,33,2,13.0,27.18,1
247,East,Gadget,52,10,43.51,423.78,1
248,West,Widget,28,3,14.57,33.26,1
249,North,Widget,46,10,39.43,392.92,0
250,North,Doohickey,28,2,11.18,10.6,1
251,West,Widget,32,4,12.06,48.55,1
252,West,Gadget,36,3,14.12,40.61,0
253,North,Gizmo,31,2,17.41,24.33,0
254,North,Gizmo,24,3,14.58,42.05,0
255,West,Gadget,48,11,39.72,438.19,0
256,South,Gadget,27,1,15.38,10.64,0
257,East,Gizmo,49,7,27.21,187.12,1
258,North,Doohickey,30,4,17.6,79.75,1
259,North,Gizmo,37,3,14.73,45.7,0
260,South,Gizmo,39,9,26.6,230.8,0
261,South,Gizmo,49,8,34.07,257.73,0
262,East,Widget,23,2,16.59,52.96,1
263,North,Gizmo,33,2,14.58,37.2,0
264,South,Doohickey,57,7,25.84,187.16,0
265,North,Gadget,53,6,,201.29,0
266,North,Gizmo,42,10,41.7,397.07,0
267,South,Gadget,24,3,16.0,50.96,1
268,South,Gizmo,26,3,17.43,46.15,1
269,West,Gadget,50,11,47.33,514.46,0
270,West,Gadget,49,14,40.88,570.5,0
271,North,Widget,26,2,11.86,32.9,0
272,East,Gizmo,25,6,14.16,96.26,0
273,South,Gizmo,25,5,17.32,89.74,0
274,West,Gadget,51,6,37.85,235.63,0
275,South,Gizmo,26,2,16.81,35.62,0
276,West,Gizmo,24,2,7.75,20.74,0
277,North,Doohickey,30,2,17.92,37.57,0
278,West,Gadget,52,9,36.39,328.74,0
279,East,Doohickey,33,4,18.45,59.87,1
280,West,Gadget,36,5,17.81,103.38,0
281,West,Gizmo,31,3,10.8,25.99,0
282,East,Doohickey,30,2,10.28,24.0,0
283,North,Gadget,50,3,22.27,61.65,1
284,South,Widget,30,3,13.69,40.34,0
285,North,Doohickey,28,2,14.24,16.42,0
286,East,Widget,59,11,35.23,384.9,0
287,East,Gadget,24,3,10.68,29.76,0
288,South,Doohickey,35,6,40.68,253.59,1
289,North,Widget,50,5,37.64,197.57,0
290,South,Gadget,34,3,15.68,46.62,0
291,North,Widget,47,8,31.58,244.71,0
292,South,Widget,25,1,16.77,22.69,0
293,East,Widget,51,10,24.98,248.82,0
294,North,Doohickey,18,2,13.73,42.39,0
295,South,Gadget,48,8,45.36,364.64,0
296,West,Widget,51,11,43.75,483.56,1
297,East,Gizmo,47,10,33.69,331.38,0
298,West,Gizmo,30,1,17.48,13.18,1
299,North,Widget,32,2,17.6,31.62,1
300,South,Gadget,27,5,17.14,77.25,1
301,East,Doohickey,19,3,21.61,77.84,0
302,East,Widget,49,12,42.25,505.57,1
303,West,Doohickey,27,3,16.99,34.47,0
304,South,Gadget,44,7,31.93,211.33,1
305,East,Gadget,54,5,34.83,172.02,0
306,West,Gizmo,24,2,13.44,30.06,1
307,East,Gadget,31,2,16.17,31.13,0
308,South,Doohickey,42,6,30.51,186.72,1
309,South,Gadget,36,3,15.86,45.5,1
310,North,Widget,27,2,11.55,28.81,1
311,East,Gadget,50,6,30.55,180.63,0
312,South,Gizmo,63,11,38.01,416.02,1
313,East,Gadget,22,1,17.02,26.62,1
314,South,Doohickey,27,4,14.2,59.6,0
315,West,Doohickey,31,4,16.48,72.19,1
316,North,Doohickey,43,9,30.45,280.61,0
317,South,Gizmo,44,9,37.5,341.69,0
318,South,Gizmo,49,10,35.58,356.64,0
319,East,Gizmo,45,7,32.64,218.08,0
320,North,Widget,56,11,29.8,315.26,0
321,West,Gadget,31,3,14.6,50.39,0
322,West,Gizmo,27,3,18.17,59.19,0
323,East,Widget,46,9,39.76,358.65,0
324,North,Doohickey,53,11,34.78,379.5,0
325,West,Widget,54,10,35.51,355.37,0
326,North,Gizmo,34,1,15.97,10.3,1
327,North,Doohickey,28,2,17.1,27.1,0
328,West,Gizmo,28,3,10.26,28.27,0
329,East,Gadget,30,4,17.51,71.3,0
330,South,Gadget,64,9,29.99,270.84,0
331,South,Widget,47,11,29.91,338.27,1
332,North,Gizmo,28,4,11.62,47.47,1
333,West,Doohickey,24,3,20.35,62.42,1
334,East,Gizmo,53,11,40.02,425.31,1
335,West,Gizmo,36,3,18.65,58.5,1
336,East,Gizmo,54,11,22.58,243.47,1
337,North,Gadget,50,9,40.56,352.72,0
338,South,Gizmo,34,4,13.83,41.24,1
339,East,Gizmo,25,3,15.09,52.45,0
340,North,Gadget,44,10,25.25,260.48,1
341,West,Widget,51,6,35.25,216.26,0
342,West,Gizmo,36,2,11.24,15.29,0
343,East,Doohickey,42,9,30.62,271.08,0
344,West,Widget,50,10,38.35,381.81,0
345,South,Gizmo,44,13,32.94,430.52,0
346,South,Gadget,27,4,17.98,76.73,1
347,West,Doohickey,48,5,31.78,173.48,1
348,West,Gadget,36,9,38.9,350.48,0
349,West,Doohickey,24,4,17.26,86.07,0
350,South,Widget,30,4,15.96,64.5,0
351,East,Gizmo,47,8,28.16,221.33,1
352,North,Gadget,29,3,12.84,38.68,0
353,North,Gadget,33,3,14.78,34.85,0
354,South,Gizmo,30,2,18.05,17.61,1
355,East,Gadget,46,10,38.41,372.29,1
356,North,Widget,46,7,32.86,238.26,0
357,East,Gizmo,22,2,,39.9,1
358,South,Doohickey,52,14,45.33,621.74,0
359,West,Gadget,26,4,13.23,57.63,0
360,East,Doohickey,51,9,31.66,280.5,0
361,West,Gizmo,46,7,44.14,306.77,0
362,South,Gadget,56,9,43.28,388.0,0
363,East,Widget,28,3,12.28,35.97,0
364,North,Doohickey,41,11,32.24,346.9,0
365,West,Gizmo,34,3,18.28,51.27,0
366,South,Gizmo,51,12,43.36,507.38,0
367,West,Gizmo,30,3,10.71,36.81,1
368,West,Gizmo,28,3,11.9,33.44,0
369,South,Gizmo,30,1,15.13,23.78,0
370,West,Gizmo,43,12,31.08,389.08,0
371,North,Widget,32,2,20.34,62.38,1
372,West,Doohickey,51,4,33.03,126.22,1
373,North,Doohickey,32,2,9.25,19.3,0
374,East,Doohickey,29,3,18.02,58.1,0
375,East,Doohickey,41,5,36.08,188.15,0
376,East,Gizmo,39,3,15.63,43.07,0
377,East,Doohickey,45,10,43.92,441.39,0
378,West,Widget,50,7,30.46,203.91,0
379,North,Gizmo,29,3,16.69,51.72,0
380,South,Gizmo,28,3,13.17,37.9,0
381,South,Doohickey,29,3,12.68,30.81,0
382,South,Doohickey,45,10,47.5,476.68,0
383,West,Gizmo,62,6,26.31,153.44,0
384,North,Doohickey,29,5,10.84,55.4,1
385,West,Doohickey,39,2,9.74,30.74,0
386,North,Widget,32,4,12.53,30.01,1
387,North,Doohickey,30,4,8.49,40.47,0
388,South,Widget,47,8,32.09,266.68,0
389,North,Gadget,39,7,51.03,369.55,0
390,South,Doohickey,24,2,16.52,26.95,0
391,North,Gizmo,47,9,36.84,321.97,0
392,North,Gizmo,20,3,15.01,48.14,0
393,West,Doohickey,30,4,12.77,51.35,1
394,West,Widget,48,10,44.08,442.15,0
395,West,Gizmo,47,9,32.67,316.2,1
396,West,Doohickey,42,10,33.25,339.18,0
397,South,Gizmo,25,3,14.18,24.94,1
398,South,Doohickey,27,3,12.92,39.86,1
399,East,Gizmo,28,2,,27.34,1
400,North,Gadget,34,3,19.13,45.01,1
401,West,Gizmo,41,8,41.75,330.8,0
402,West,Doohickey,49,8,45.87,372.74,0
403,North,Gadget,31,2,13.28,34.02,0
404,North,Widget,55,6,36.11,224.49,0
405,West,Gizmo,30,4,13.39,67.62,0
406,West,Doohickey,46,7,29.94,205.03,0
407,East,Gadget,26,3,,63.17,0
408,West,Gizmo,35,4,12.75,50.88,0
409,West,Gizmo,41,9,45.3,410.27,0
410,West,Doohickey,27,2,16.59,30.29,1
411,South,Widget,33,4,19.1,89.61,0
412,South,Widget,25,3,13.13,44.46,0
413,West,Widget,29,4,14.82,60.71,0
414,East,Gadget,25,3,10.1,30.47,0
415,South,Doohickey,38,3,13.17,37.7,0
416,West,Gadget,44,10,33.78,344.33,0
417,West,Gadget,52,5,41.25,201.39,0
418,East,Gizmo,30,1,13.55,17.14,1
419,East,Widget,28,3,12.05,48.71,0
420,West,Widget,42,10,37.25,377.18,0
421,West,Widget,39,12,24.92,304.72,0
422,West,Gizmo,56,8,31.57,251.53,0
423,South,Gadget,40,8,39.23,311.08,0
424,East,Widget,57,10,39.99,399.97,1
425,East,Gadget,28,3,15.32,57.32,0
426,North,Gadget,29,1,9.71,13.86,0
427,East,Gadget,45,7,35.73,250.21,0
428,East,Widget,58,10,25.42,250.75,1
429,East,Widget,31,4,14.83,61.59,0
430,East,Gadget,46,10,49.13,484.99,0
431,South,Doohickey,34,2,14.18,22.35,1
432,North,Doohickey,51,8,32.46,249.95,0
433,North,Doohickey,60,7,40.27,266.36,0
434,East,Gadget,30,3,13.64,32.89,0
435,West,Widget,20,2,18.99,31.66,1
436,South,Doohickey,36,5,14.92,87.87,1
437,West,Gizmo,36,7,31.61,224.48,0
438,South,Gizmo,53,10,30.55,318.92,0
439,North,Widget,25,5,13.53,80.49,1
440,South,Gadget,24,3,15.91,50.26,0
441,North,Gadget,60,6,40.13,240.58,0
442,East,Widget,29,3,17.81,51.69,1
443,East,Gizmo,29,4,9.83,54.41,0
444,West,Gizmo,29,4,18.86,63.19,1
445,North,Gizmo,52,9,22.21,190.22,0
446,South,Gadget,42,7,21.47,154.85,0
447,South,Doohickey,29,3,10.79,38.06,1
448,South,Gizmo,42,8,39.86,308.58,1
449,South,Widget,51,10,,402.21,0
450,North,Gadget,26,2,18.31,34.64,0
451,West,Widget,45,15,32.64,483.77,0
452,North,Gadget,52,8,33.4,266.98,1
453,South,Widget,32,2,16.54,40.94,0
454,East,Gizmo,34,1,9.49,22.85,0
455,West,Gizmo,43,10,40.55,404.76,0
456,West,Widget,50,8,42.05,328.58,0
457,South,Gadget,38,3,17.73,47.19,0
458,West,Gadget,44,6,26.08,158.16,0
459,North,Doohickey,44,12,29.51,369.08,0
460,West,Gadget,27,3,15.86,35.47,0
461,East,Gadget,42,8,37.42,290.98,1
462,South,Widget,24,4,15.18,60.3,1
463,East,Widget,48,10,43.32,424.84,0
464,South,Gizmo,30,1,15.4,-1.39,0
465,East,Widget,31,4,11.74,31.69,0
466,West,Gizmo,52,8,37.99,310.46,0
467,East,Gadget,34,3,16.92,56.31,1
468,West,Doohickey,52,10,35.4,357.64,0
469,South,Gizmo,30,1,15.4,6.25,0
470,North,Gadget,39,9,31.85,293.09,1
471,West,Gizmo,58,15,26.43,399.08,0
472,South,Gizmo,48,7,45.65,335.31,1
473,North,Gizmo,25,4,17.42,77.63,1
474,West,Gadget,31,5,11.17,58.46,0
475,East,Doohickey,47,12,44.99,537.87,0
476,North,Widget,55,9,25.43,226.69,0
477,East,Gadget,53,5,47.0,225.61,1
478,East,Gizmo,32,5,20.43,93.29,1
479,South,Doohickey,57,11,31.26,338.82,0
480,North,Widget,26,2,17.35,30.04,1
481,South,Doohickey,27,5,16.11,89.28,0
482,West,Doohickey,36,12,40.37,473.02,1
483,North,Doohickey,31,2,20.98,38.45,1
484,West,Widget,44,10,42.37,419.27,0
485,East,Gadget,23,2,12.18,37.95,0
486,East,Gizmo,24,4,15.83,69.99,1
487,North,Gadget,31,4,12.64,55.53,1
488,North,Gadget,41,11,25.81,281.73,1
489,West,Doohickey,58,8,38.61,326.17,0
490,North,Doohickey,46,11,40.18,447.08,0
491,North,Gizmo,48,9,36.62,335.51,0
492,South,Gizmo,44,8,35.14,272.76,1
493,South,Doohickey,41,13,27.59,362.89,0
494,South,Gizmo,49,9,35.3,307.85,0
495,North,Doohickey,31,3,18.38,44.02,1
496,West,Widget,27,2,11.18,19.34,1
497,East,Widget,33,1,15.32,15.44,1
498,North,Doohickey,29,4,14.95,58.72,0
499,North,Doohickey,49,6,35.23,213.87,0
500,East,Widget,26,4,12.39,52.77,1
501,West,Gadget,30,2,16.79,42.01,1
502,South,Gadget,43,9,30.26,277.85,0
503,South,Widget,57,11,38.35,412.42,1
504,West,Widget,45,8,36.64,301.83,0
505,East,Gizmo,25,2,13.84,19.43,0
506,East,Doohickey,27,4,10.78,35.0,1
507,North,Doohickey,43,9,30.89,283.33,1
508,South,Gizmo,33,3,16.39,45.96,1
509,South,Doohickey,23,3,13.56,41.06,0
510,North,Widget,27,3,15.25,50.46,1
511,East,Widget,42,9,35.27,320.41,0
512,East,Gizmo,47,10,35.18,352.82,0
513,South,Gadget,40,7,27.47,183.74,1
514,West,Widget,65,11,37.11,431.24,0
515,North,Gadget,59,11,39.08,440.48,1
516,South,Widget,25,3,20.04,50.56,0
517,East,Gadget,53,7,33.07,236.65,0
518,West,Gadget,33,6,19.22,96.63,0
519,South,Doohickey,32,3,11.28,40.18,1
520,North,Gadget,47,8,28.8,220.2,1
521,East,Gizmo,28,5,17.17,81.36,0
522,North,Gizmo,33,1,17.98,15.6,1
523,South,Widget,28,2,13.57,33.74,0
524,East,Doohickey,47,10,33.07,322.76,0
525,North,Doohickey,32,2,15.46,27.6,1
526,West,Gizmo,35,4,13.69,49.95,0
527,South,Gizmo,50,9,50.69,462.28,0
528,North,Doohickey,27,5,9.47,45.07,1
529,South,Gadget,57,6,25.59,164.71,0
530,South,Gizmo,38,9,35.53,313.36,0
531,South,Gadget,43,8,34.24,282.26,0
532,West,Doohickey,24,2,16.47,23.34,1
533,West,Doohickey,33,2,14.64,16.89,1
534,North,Doohickey,22,3,19.34,50.99,0
535,South,Doohickey,61,9,38.86,339.81,0
536,North,Widget,27,3,6.09,-2.15,0
537,East,Gizmo,28,1,16.95,19.22,0
538,North,Doohickey,24,3,12.45,43.36,0
539,South,Gizmo,49,11,34.14,374.27,0
540,South,Doohickey,29,4,15.82,61.62,0
541,South,Doohickey,50,11,34.17,381.55,0
542,West,Gizmo,36,4,12.88,55.74,0
543,West,Gizmo,30,3,11.6,46.72,1
544,West,Widget,33,3,16.2,56.18,1
545,South,Doohickey,39,8,29.41,232.79,0
546,North,Gizmo,22,3,13.84,26.09,1
547,North,Gizmo,30,2,9.83,29.41,0
548,North,Gizmo,53,10,31.91,309.14,1
549,North,Gizmo,49,10,32.8,328.65,0
550,North,Widget,46,9,31.95,268.96,0
551,North,Widget,47,11,38.48,412.63,0
552,North,Gizmo,25,4,9.86,37.59,1
553,South,Gizmo,47,9,33.06,307.24,0
554,East,Doohickey,26,3,15.22,47.21,0
555,South,Gizmo,63,8,29.29,217.32,0
556,South,Gizmo,41,11,43.7,479.58,1
557,East,Gadget,56,8,32.07,262.78,0
558,South,Gizmo,50,10,55.4,552.36,1
559,North,Gadget,38,10,30.44,300.76,0
560,North,Gizmo,47,7,43.71,306.72,0
561,West,Doohickey,47,12,,438.02,0
562,North,Gadget,32,2,16.32,38.98,1
563,East,Gizmo,31,4,12.75,40.18,1
564,East,Gadget,28,1,14.15,9.93,1
565,North,Gizmo,56,6,39.41,244.08,0
566,West,Doohickey,25,2,15.62,34.41,0
567,South,Widget,29,4,18.58,76.11,0
568,South,Gadget,34,3,15.32,54.04,1
569,North,Doohickey,42,8,40.1,313.2,0
570,South,Doohickey,55,6,22.97,138.69,0
571,East,Widget,41,11,35.46,382.36,0
572,East,Doohickey,24,3,14.39,50.3,0
573,West,Doohickey,31,2,14.46,31.15,0
574,South,Gizmo,25,3,16.99,48.35,0
575,West,Gizmo,31,2,17.86,28.53,1
576,North,Gadget,40,3,14.66,52.59,0
577,West,Gizmo,43,9,35.94,314.53,1
578,West,Doohickey,59,8,37.06,298.94,1
579,East,Gadget,34,6,39.14,219.9,1
580,East,Gizmo,25,2,16.34,22.85,0
581,East,Doohickey,25,3,17.38,43.67,0
582,East,Widget,47,12,37.38,445.62,0
583,North,Widget,30,5,13.22,72.52,1
584,East,Gizmo,26,2,18.19,40.89,1
585,South,Widget,27,3,11.42,27.82,0
586,North,Widget,39,14,38.77,548.25,0
587,East,Gadget,56,7,29.41,204.08,0
588,North,Widget,29,5,10.37,52.43,0
589,North,Gadget,41,9,41.28,377.63,0
590,North,Gadget,47,10,41.2,420.1,0
591,South,Widget,44,11,41.22,455.57,1
592,North,Gizmo,53,7,27.86,198.79,0
593,East,Gizmo,26,4,16.02,59.57,0
594,West,Widget,48,8,31.2,261.51,0
595,East,Gizmo,22,4,13.44,61.11,0
596,West,Gadget,54,8,36.25,275.5,0
597,North,Widget,45,9,40.21,354.01,0
598,West,Gadget,38,11,34.48,368.13,0
599,West,Gizmo,43,10,44.72,451.15,0
